addr_street,number_of_parks
67-72 CLYDE STREET,3
670 HALSEY STREET,4
670 WEST 193 STREET,12
6701 5 AVENUE,3
6701 COLONIAL ROAD,5
6713 19 AVENUE,1
6714 8 AVENUE,5
672 HALSEY STREET,5
6724 8 AVENUE,5
673 BERGEN STREET,10
6735 RIDGE BOULEVARD,3
675 KNICKERBOCKER AVENUE,7
675 MANHATTAN AVENUE,8
675 SACKETT STREET,5
675 WALTON AVENUE,9
676 AMSTERDAM AVENUE,8
676 GRAND STREET,10
676 RIVERSIDE DRIVE,9
677 LINCOLN PLACE,1
678 ST MARK'S AVENUE,2
679 BERGEN STREET,9
68 BRADHURST AVENUE,9
68 EAST 19 STREET,2
68 RICHARDSON STREET,11
68 SHARON STREET,6
68 VANDERBILT AVENUE,7
68-07 FRESH POND ROAD,5
68-11 53 DRIVE,7
68-15 SELFRIDGE STREET,0
68-19 BURNS STREET,3
68-29 BURNS STREET,3
68-31 60 STREET,6
68-43 BURNS STREET,3
68-51 FRESH POND ROAD,6
68-60 108 STREET,4
68-61 SELFRIDGE STREET,0
68-64 YELLOWSTONE BLVD,4
680 MANHATTAN AVENUE,8
680 MONROE STREET,2
680 PUTNAM AVENUE,5
6801 BAY PARKWAY,3
6801 COLONIAL ROAD,5
6801 FT HAMILTON PARKWAY,5
6805 OWLS HEAD COURT,4
6813 6 AVENUE,5
6815 6 AVENUE,5
682 CHAUNCEY STREET ,5
682 OCEAN AVENUE,2
683 6 AVENUE,6
684 BUSHWICK AVENUE,6
684 DE GRAW STREET,7
684 METROPOLITAN AVENUE,10
684 MYRTLE AVENUE,8
685 LORIMER STREET,9
685 WEST END AVENUE,8
686 6 AVENUE,6
686 EAST 234 STREET,4
686 LORIMER STREET,9
686 WARREN STREET,8
687 8 AVENUE,13
687 BUSHWICK AVENUE,5
687 RUTLAND ROAD,2
688 ONDERDONK AVENUE,2
688 WASHINGTON AVENUE,11
689 PARK AVENUE,4
69 BRUCKNER BOULEVARD,8
69 CEDAR STREET,4
69 EAST 118 STREET,7
69 EAST 130 STREET,14
69 HAUSMAN STREET,3
69 STOCKHOLM STREET,7
69 TEN EYCK STREET,8
69 WEST 107 STREET,12
69 WEST 118 STREET,11
69 WEST 126 STREET,11
69-10 108 STREET,3
69-11 YELLOWSTONE BLVD,3
69-45 108 STREET,3
69-55 ALMEDA AVENUE,2
690 BUSHWICK AVENUE,6
6901 3 AVENUE,2
6902 NARROWS AVENUE,5
691 BUSHWICK AVENUE,5
691 DE KALB AVENUE,4
692 10 AVENUE,10
692 METROPOLITAN AVENUE,12
692 MONROE STREET,2
692 MYRTLE AVENUE,8
692 ST MARK'S AVENUE,2
6922 NARROWS AVENUE,6
6924 20 AVENUE,3
693 6 AVENUE,6
693 SACKETT STREET,5
6930 4 AVENUE,3
694 5 AVENUE,7
694 MONROE STREET,2
695 5 AVENUE,7
696 MIDWOOD STREET,2
697 EAST 21 STREET,2
698 10 AVENUE,9
699 LAFAYETTE AVENUE,5
7 ARLO ROAD,1
7 DUTCH STREET,20
7 EAST 14 STREET,13
7 ESSEX STREET,13
7 LEROY STREET,16
7 LEXINGTON AVENUE,6
7 NAVY PIER COURT,4
7 PARKSIDE COURT,9
7 WEST 122 STREET,12
70 4 PLACE,9
70 BATTERY PLACE,20
70 BUSHWICK AVENUE,10
70 CLARK STREET,20
70 LENOX ROAD,5
70 LITTLE WEST STREET,20
70 PINE STREET,20
70 PROSPECT PARK WEST,10
70 WASHINGTON STREET,18
70 WEST 109 STREET,13
70 WEST 11 STREET,18
70 WEST 37TH STREET,12
70 WEST 45 STREET,13
70 WEST 95 STREET,8
70 WHITE STREET,16
70 WYCKOFF AVENUE,3
70-01 113 STREET,3
70-01 CALDWELL AVENUE,5
70-10 CALDWELL AVENUE,5
70-11 108 STREET,4
70-11 34 AVENUE,5
70-25 YELLOWSTONE BLVD,3
70-50 45 AVENUE,9
70-74 SOUTH 4 STREET,9
700 2 AVENUE,12
700 FT WASHINGTON AVENUE,8
700 RIVERSIDE DRIVE,10
7001 RIDGE BOULEVARD,3
7005 SHORE ROAD,6
701 9 AVENUE,11
701 CHAUNCEY STREET,5
701 GRAND STREET,10
701 JEFFERSON AVENUE,5
702 AMSTERDAM AVENUE,6
703 9 AVENUE,11
703 BERGEN STREET,9
7037 COLONIAL ROAD,7
704 DE KALB AVENUE,4
704 MAC DONOUGH STREET,4
705 MANHATTAN AVENUE,11
705 SCHENCK AVENUE,10
705 ST MARK'S AVENUE,2
707 MYRTLE AVENUE,9
707 UNION STREET,3
708 MANHATTAN AVENUE,9
709 DE KALB AVENUE,5
71 BROADWAY,20
71 EAST 110 STREET,10
71 EAST 2 STREET,15
71 GELSTON AVENUE,4
71 LAIGHT STREET,19
71 MOFFAT STREET,4
71 OCEAN PARKWAY,7
71 RIDGEWOOD AVENUE,4
71 SULLIVAN STREET,14
71 WEST 109 STREET,13
71 WEST 174 STREET,12
71-06 FRESH POND ROAD,6
71-07 FRESH POND ROAD,5
71-08 72 STREET,4
71-15 AUSTIN STREET,4
71-17 AUSTIN STREET,4
71-36 110 STREET,6
71-37 PARK AVENUE,2
71-40 112 STREET,5
710 BUSHWICK AVENUE,5
710 DE GRAW STREET,5
710 GRAND STREET,10
710 WOODWARD AVENUE,3
711 ST MARK'S AVENUE,2
7111 19 AVENUE,5
7112 14 AVENUE,1
7112 5 AVENUE,4
7119 SHORE ROAD,6
712 EAST 27 STREET,2
7121 FT HAMILTON PARKWAY,5
714 6 AVENUE,5
714 SENECA AVENUE,3
715 EAST 32 STREET,3
715 EAST 5 STREET,10
715 LEXINGTON AVENUE,4
715 MACON STREET,5
715 SACKETT STREET,3
715 WEST 172 STREET,10
717 AVENUE C,1
717 HENRY STREET,7
717 METROPOLITAN AVENUE,12
718 WEST 171 STREET,12
719 DEAN STREET,8
719 LORIMER STREET,12
719A MONROE STREET,1
71A MONROE STREET,7
72 EAST 7 STREET,11
72 HERKIMER STREET,3
72 MAUJER STREET,10
72 MERCER STREET,15
72 NORTH HENRY STREET,12
72 POPLAR STREET,20
72 SKILLMAN AVENUE,12
72 VERMILYEA AVENUE,11
72-10 41 AVENUE,11
72-26 66 PLACE,4
72-34 AUSTIN STREET,4
72-35 112 STREET,3
72-38 113 STREET,2
72-38 73 STREET,3
72-42 67 STREET,3
72-54 MANSE STREET,3
72-61 113 STREET,2
72-72 112 STREET,3
72-72 CALAMUS AVENUE,4
72-81 113 STREET,3
720 WEST 172 STREET,11
7201 FT HAMILTON PARKWAY,5
7201 RIDGE BOULEVARD,4
7206 5 AVENUE,4
7208 21 AVENUE,3
721 5 AVENUE,2
721 HENRY STREET,7
7214 3 AVENUE,1
722 LIBERTY AVENUE,2
722 WESTMINSTER ROAD,0
7223 5 AVENUE,4
7226 AVENUE M,3
723 LEXINGTON AVENUE,4
723 MANHATTAN AVENUE,10
723 UNION STREET,3
724 EAST 27 STREET,2
724 NOSTRAND AVENUE,2
725 RIVERSIDE DRIVE,12
725 WEST 184 STREET,7
7259 SHORE ROAD,6
728 EAST 136 STREET,5
728 LAFAYETTE AVENUE,5
729 6 AVENUE,5
73 1 AVENUE,13
73 EAST 2 STREET,15
73 LEXINGTON AVENUE,10
73 MAUJER STREET,12
73 SEIGEL STREET,6
73 SKILLMAN AVENUE,10
73-02 41 AVENUE,12
73-14 30 AVENUE,5
73-20 AUSTIN STREET,4
73-51 BELL BOULEVARD,2
73-56 53 AVENUE,8
730 COLUMBUS AVENUE,6
730 PROSPECT PLACE,0
730 RIVERSIDE DRIVE,10
7314 21 AVENUE,3
732 ST MARK'S AVENUE,2
733 KNICKERBOCKER AVENUE,8
734 BURNS STREET,6
734 MADISON STREET,2
735 GREENE AVENUE,7
735 OCEAN AVENUE,1
735 ST NICHOLAS AVENUE,7
736 ST NICHOLAS AVENUE,8
736 WEST 187 STREET,5
737 DE KALB AVENUE,5
737 PARK AVENUE,2
739 LAFAYETTE AVENUE,4
739 QUINCY STREET,1
74 BLEECKER STREET,3
74 GRAND AVENUE,7
74 HESTER STREET,14
74 LEONARD STREET,16
74 MAC DOUGAL STREET,8
74 MAUJER STREET,8
74 STOCKHOLM STREET,6
74-11 DITMARS BOULEVARD,6
74-15 35 AVENUE,7
740 UNION STREET,2
7401 RIDGE BOULEVARD,3
7401 SHORE ROAD,6
7405 5 AVENUE,3
741 PARK AVENUE,5
7420 6 AVENUE,3
743 LAFAYETTE AVENUE,5
744 EAST 85 STREET,2
744 FULTON STREET,11
744 LAFAYETTE AVENUE,5
744 LEFFERTS AVENUE,2
744 WILLOUGHBY AVENUE,8
745 BEDFORD AVENUE,5
745 EAST 31 STREET,3
745 LINCOLN PLACE,1
746 DRIGGS AVENUE,9
747 10 AVENUE,1
748 9 AVENUE,9
75 BAY 38 STREET,5
75 BOWERY ,16
75 CABRINI BOULEVARD,7
75 CLINTON STREET,18
75 LUDLOW STREET,15
75 MADISON STREET,14
75 RALPH AVENUE,1
75 WALL STREET,18
75 WEST STREET,20
75-04 62 STREET,3
75-07 60 LANE,3
75-10 YELLOWSTONE BLVD,2
75-15 41 AVENUE,12
75-15 PITKIN AVENUE,8
75-19 DITMARS BOULEVARD,7
75-34 186 STREET,3
75-34 GRND CNTRL PKWY SR W,3
75-35 113 STREET,3
75-37 113 STREET,3
75-40 BELL BOULEVARD,2
75-41 113 STREET,3
75-43 PARSONS BOULEVARD,3
75-45 113 STREET,3
75-46 113 STREET,3
75-52 113 STREET,3
75-63 113 STREET,3
75-70 113 STREET,3
750 COLUMBUS AVENUE,8
750 RIVERSIDE DRIVE,10
751 WALTON AVENUE,7
752 ONDERDONK AVENUE,3
752 WEST END AVENUE,9
753 EAST 5TH STREET,11
754 METROPOLITAN AVENUE,11
755 9 AVENUE,0
756 9 AVENUE,0
756 MYRTLE AVENUE,7
757 PARK AVENUE,6
759 MANHATTAN AVENUE,10
759 PUTNAM AVENUE,5
76 CLERMONT AVENUE,8
76 COFFEY STREET,5
76 ENGERT AVENUE,10
76 MADISON AVENUE,13
76 NORTH 4 STREET,9
76 NORTH 7 STREET,11
76 PALMETTO STREET,4
76 STANHOPE STREET,4
76 WEST 82 STREET,3
76-10 113 STREET,3
76-10 34 AVENUE,5
76-12 GRND CNTRL PKWY SR W,0
76-15 47 AVENUE,4
76-22 GRND CNTRL PKWY SR W,3
76-35 173 STREET,2
76-35 175 STREET,2
76-66 AUSTIN STREET,5
761 UNION STREET,3
7610 3 AVENUE,0
762 9 AVENUE,0
763 ST JOHN'S PLACE,0
764 JEFFERSON AVENUE,5
764 ST NICHOLAS AVENUE,9
765 40 STREET,3
766 ST NICHOLAS AVENUE,9
767 9 AVENUE,0
767 PROSPECT PLACE,2
768 HART STREET,4
768 UNION STREET,4
77 7 AVENUE,4
77 BERRY STREET,12
77 CENTRAL AVENUE,5
77 EAST 110 STREET,11
77 EAST 12 STREET,14
77 LINDEN BOULEVARD,6
77 PARK AVENUE,2
77 SULLIVAN STREET,14
77 WEST 104 STREET,12
77 WEST 24 STREET,10
77-01 CYPRESS AVENUE,3
77-11 35 AVENUE,7
77-54 AUSTIN STREET,7
770 EAST 161 STREET,11
770 GRAND STREET,10
770 METROPOLITAN AVENUE,11
770 ST MARK'S AVENUE,1
770 UNION STREET,5
771 EAST 9 STREET,0
771 UNION STREET,3
7714 BAY PARKWAY,2
773 GRAND STREET,11
774 CLASSON AVENUE,5
775 COLUMBUS AVENUE,1
775 HART STREET,4
775 UNION STREET,3
776 HALSEY STREET,4
776 SIXTH AVENUE,10
777 6 AVENUE,10
778 WASHINGTON AVENUE,9
779 RIVERSIDE DRIVE,7
779 WYCKOFF AVENUE,6
78 BANK STREET,17
78 DE SALES PLACE,4
78 EAST 1ST STREET,11
78 EAST 4 STREET,7
78 HERKIMER STREET,3
78 HULL STREET,10
78 MULBERRY STREET,18
78 RIDGE STREET,13
78 WEST 68 STREET,3
78 WEST 85 STREET,1
78 WEST WASHINGTON PLACE,15
78-09 69 ROAD,4
78-11 83 STREET,3
78-18 21 AVENUE,6
78-25 67 DRIVE,2
78-58 79 LANE,4
780 EAST 2 STREET,5
780 GREENWICH STREET,15
780 RIVERSIDE DRIVE,8
7805 RIDGE BOULEVARD,4
781 5 AVENUE,4
781 9 AVENUE,0
781 BUSHWICK AVENUE,3
782 AMSTERDAM AVENUE,8
782 PROSPECT PLACE,2
7826 5 AVENUE,3
783 9 AVENUE,0
784 COLUMBUS AVENUE,7
784 HALSEY STREET,2
785 9 AVENUE,0
785 DEAN STREET,10
785 EAST 34 STREET,2
786 PROSPECT PLACE,2
786 ROGERS AVENUE,3
787 EAST 46 STREET,2
788 AMSTERDAM AVENUE,9
788 COLUMBUS AVENUE,9
788 ROGERS AVENUE,3
79 ADELPHI STREET,5
79 BAXTER STREET,19
79 BRIDGE STREET,11
79 CALYER STREET,9
79 CLAY STREET,11
79 COFFEY STREET,5
79 KINGSLAND AVENUE,11
79 LAIGHT STREET,18
79 LEROY STREET,17
79 MC GUINNESS BLVD,6
79 READE STREET,20
79-15 35 AVENUE,4
79-19 68 ROAD,2
79-33 67 ROAD,1
79-58 77 AVENUE,3
79-81 WHITE STREET,15
790 SENECA AVENUE,4
791 HART STREET,4
7914 4 AVENUE,1
792 COLUMBUS AVENUE,12
7920 3 AVENUE,3
7920 RIDGE BOULEVARD,5
7922 5 AVENUE,3
793 FLUSHING AVENUE,7
795 COLUMBUS AVENUE,9
796 FLUSHING AVENUE,7
796 JEFFERSON AVENUE,5
797 STERLING PLACE,2
8 BEACH STREET,19
8 EAST 116 STREET,7
8 EAST 18 STREET,11
8 FT CHARLES PLACE,10
8 GARDEN PLACE,20
8 PETER COOPER ROAD,7
8 SPRUCE STREET,20
8 WARREN PLACE,13
8 WEST 75 STREET,2
8-51 ASTORIA BOULEVARD,8
80 4 AVENUE,11
80 AMITY STREET,18
80 COLUMBUS CIRCLE,14
80 DELANCEY STREET,15
80 DOWNING STREET,6
80 ELIZABETH STREET,16
80 HAVEN AVENUE,11
80 JOHN STREET,20
80 LORRAINE STREET,5
80 MASPETH AVENUE,7
80 METROPOLITAN AVENUE,8
80 PARK AVENUE,13
80 RIVERSIDE BOULEVARD,10
80 ST MARKS AVENUE,6
80 VARICK STREET,16
80 WOODRUFF AVENUE,8
80-08 35 AVENUE,6
80-09 35 AVENUE,5
80-15 88 STREET,6
80-15 GRENFELL STREET,7
80-19 NORTHERN BOULEVARD,5
80-20 138 STREET,5
80-20 BROADWAY,8
80-21 ASTORIA BOULEVARD,9
800 6TH AVENUE,9
800 AMSTERDAM AVENUE,8
800 AVENUE H,0
800 GRAND CONCOURSE,8
801 AMSTERDAM AVE,10
801 WOODWARD AVENUE,5
802 KINGS HIGHWAY,3
802 PARK PLACE,2
8020 5 AVENUE,3
803 9 AVENUE,2
803 HART STREET,4
804 EVERGREEN AVENUE,4
805 COLUMBUS AVENUE,12
805 CYPRESS AVENUE,4
805 DRIGGS AVENUE,9
805 OCEAN AVENUE,1
805 ST MARK'S AVENUE,3
807 9 AVENUE,1
807 FREEMAN STREET,14
807 PRESIDENT STREET,5
807 ST JOHN'S PLACE,2
807 WASHINGTON STREET,16
808 COLUMBUS AVENUE,13
808 DRIGGS AVENUE,10
80A 4 AVENUE,11
81 BAY RIDGE AVENUE,5
81 DOWNING STREET,6
81 IRVING PLACE,13
81 LEFFERTS PLACE,6
81 MAUJER STREET,13
81 MONITOR STREET,8
81 MURRAY STREET,20
81 OCEAN PARKWAY,7
81 PERRY STREET,16
81 SKILLMAN AVENUE,11
81 ST MARK'S PLACE,13
81 WASHINGTON STREET,17
81 WAVERLY AVENUE,7
81-10 135 STREET,5
81-11 45 AVENUE,9
81-31 BAXTER AVENUE,7
810 FLUSHING AVENUE,7
8105 4 AVENUE,1
811 CORTELYOU ROAD,0
8110 5 AVENUE,3
8117 3 AVENUE,1
812 RIVERSIDE DRIVE,10
8125 5 AVENUE,4
813 NOSTRAND AVENUE,2
814 10 AVENUE,13
814 KINGS HIGHWAY,3
815 52 STREET,2
815 AVENUE C,0
815 EAST 14 STREET,1
815 WEST 181 STREET,8
816 BELMONT AVENUE,3
817 EAST 14 STREET,1
817 WEST END AVENUE,8
818 10 AVENUE,13
818 EAST 149 STREET,7
818 LEXINGTON AVENUE,4
818 PROSPECT PLACE,2
819 AVENUE C,0
82 BLEECKER STREET,3
82 EAST 3 STREET,16
82 IRVING PLACE,12
82 MARION STREET,10
82 WEST 12 STREET,14
82-06 34 AVENUE,4
82-11 135 STREET,5
82-15 35 AVENUE,5
82-27-82-45 135 STREET,6
82-40 AUSTIN STREET,7
82-65 116 STREET,6
82-83 160 STREET,4
82-85 116 STREET,6
820 DE KALB AVENUE,5
820 MANHATTAN AVENUE,4
820 MAPLE STREET,3
820 RIVERSIDE DRIVE,9
820 WEST 180 STREET,7
8203 3 AVENUE,2
821 RIVERSIDE DRIVE,9
824 9 AVENUE,1
825 BOYNTON AVENUE,7
825 MONROE STREET,2
825 OCEAN PARKWAY,0
825 WEST 187 STREET,6
826 9 AVENUE,1
826 QUINCY STREET,3
827 JEFFERSON AVENUE,5
827 MONROE STREET,2
828 HALSEY STREET,4
829 9 AVENUE,1
829 GREENWOOD AVENUE,11
829 NOSTRAND AVENUE,2
829 WEST 181 STREET,8
83 SEIGEL STREET,6
83 ST MARK'S PLACE,11
83 STANHOPE STREET,6
83 WINTHROP STREET,5
83-09 LEFFERTS BOULEVARD,5
83-09 TALBOT STREET,7
83-15 LEFFERTS BOULEVARD,4
83-31 116 STREET,7
83-40 AUSTIN STREET,7
83-46 118 STREET,7
83-52 TALBOT STREET,7
83-55 AUSTIN STREET,6
83-60 118 STREET,7
83-75 116 STREET,7
8301 4 AVENUE,1
831 51 STREET,4
831 BARTHOLDI STREET,4
831 WEST 176 STREET,10
832 DE KALB AVENUE,5
832 QUINCY STREET,3
832-836 LORIMER STREET,7
8325 5 AVENUE,5
833 MADISON AVENUE,4
834 LEXINGTON AVENUE,3
834 STERLING PLACE,2
835 11 AVENUE,9
836 BERGEN STREET,9
836 EASTERN PARKWAY,5
836 JEFFERSON AVENUE,5
836 MONROE STREET,2
838 WEST 176 STREET,10
84 EAST 10 STREET,14
84 ENGERT AVENUE,10
84 FRONT STREET,18
84 GROVE STREET,18
84 LAWRENCE AVENUE,4
84 NORTH 9 STREET,15
84 SOUTH 1 STREET,8
84 WHITE STREET,16
84 WINDSOR PLACE,9
84-09 35 AVENUE,7
84-09 TALBOT STREET,6
84-11 LANDER STREET,5
84-13 LEFFERTS BOULEVARD,4
84-14 143 STREET,3
84-19 51 AVENUE,6
84-20 AUSTIN STREET,6
84-21 LANDER STREET,5
84-24 LEFFERTS BOULEVARD,3
84-25 118 STREET,3
84-27 LANDER STREET,4
84-40 150 STREET,2
84-47 118 STREET,3
840 FRANKLIN AVENUE,4
840 WEST END AVENUE,8
8401 14 AVENUE,1
8402 4 AVENUE,2
8402 5 AVENUE,4
841 7 AVENUE,1
841 KENT AVENUE,5
8414 AVENUE J,1
8414 FT HAMILTON PARKWAY,4
8419 19 AVENUE,2
842 OCEAN PARKWAY,2
842 PUTNAM AVENUE,4
8425 5 AVENUE,5
845 43 STREET,4
845 GRAND STREET,10
845 UNITED NATIONS PLAZA,6
848 MANHATTAN AVENUE,4
849 ST NICHOLAS AVENUE,11
85 8 AVENUE,15
85 EAST 3 STREET,15
85 EAST END AVENUE,6
85 FOURTH AVENUE,15
85 GRAHAM AVENUE,7
85 JOHN STREET,19
85 LEONARD STREET,16
85 MALBA DRIVE,2
85 MONTROSE AVENUE,5
85 PITT STREET,12
85 ST JAMES PLACE,7
85 STANHOPE STREET,6
85 STANTON STREET,14
85-01 64 ROAD,2
85-02 139TH STREET,4
85-05 35 AVENUE,7
85-06 101 AVENUE,9
85-07 25 AVENUE,11
85-22 144 STREET,4
85-25 120 STREET,3
85-31 120 STREET,2
85-37 151 STREET,3
85-42 CHEVY CHASE STREET,2
85-50 FOREST PARKWAY,5
85-67 66 AVENUE,3
85-95 LEXINGTON AVENUE,10
850 AMSTERDAM AVENUE,11
850 FLATBUSH AVENUE,5
8502 FT HAMILTON PARKWAY,4
851 PARK PLACE,2
851 WEST END AVENUE,8
851 WILLOUGHBY AVENUE,5
852 METROPOLITAN AVENUE,7
852 ROGERS AVENUE,3
853 43 STREET,4
853 7 AVENUE,1
853 GREENE AVENUE,3
854 FRANKLIN AVENUE,4
854 GREENE AVENUE,4
854 WEST 180 STREET,7
856 AMSTERDAM AVENUE,10
858 10 AVENUE,15
858 8 AVENUE,8
858 METROPOLITAN AVENUE,7
858 WEST END AVENUE,8
86 BAY 29 STREET,4
86 CLINTON AVENUE,7
86 FLEET PLACE,13
86 FORT GREENE PLACE,13
86 HORATIO STREET,15
86 HOYT STREET,7
86 STANTON STREET,15
86 UNIVERSITY PLACE,15
86-01-86-47 VAN WYCK EXPRESSWAY SR EAST,4
86-04 GRAND AVENUE,6
86-05 60 ROAD,3
86-10 34 AVENUE,6
86-22 98 STREET,7
86-30 98 STREET,7
86-30 GRAND AVENUE,6
86-55 BROADWAY,5
86-75 MIDLAND PARKWAY,3
860 MACON STREET,6
860 UNITED NATIONS PLAZA,6
8609 BAY 16 STREET,3
862 9 AVENUE,1
8629 16 AVENUE,1
8634 FT HAMILTON PARKWAY,4
8636 FT HAMILTON PARKWAY,4
8638 FT HAMILTON PARKWAY,4
864 NOSTRAND AVENUE,2
864 WEST END AVENUE,8
8642 BAY PARKWAY,5
8645 BAY PARKWAY,4
865 GRAND STREET,9
865 ST JOHN'S PLACE,2
865 UNITED NATIONS PLAZA,7
867 DE KALB AVENUE,4
867 KNICKERBOCKER AVENUE,5
867 METROPOLITAN AVENUE,7
867 WEST 181 STREET,7
868 PARK PLACE,1
868 WOODWARD AVENUE,5
87 8 AVENUE,7
87 BEAVER STREET,3
87 EAST 2 STREET,15
87 EAST 3 STREET,15
87 EUCLID AVENUE,1
87 MONTROSE AVENUE,5
87 NORWOOD AVENUE,4
87 PARK TERRACE WEST,9
87 ST JAMES PLACE,7
87 WYCKOFF STREET,9
87-03 56 AVENUE,5
87-09 JUSTICE AVENUE,6
87-15 37 AVENUE,5
87-22 51 AVENUE,6
87-24 115 STREET,4
87-27 58 AVENUE,5
8709 5 AVENUE,3
871 BERGEN STREET,6
872 JEFFERSON AVENUE,4
874 43 STREET,4
874 GREENE AVENUE,4
876 GREENE AVENUE,4
876 WOODWARD AVENUE,5
877 METROPOLITAN AVENUE,7
8785 BAY 16 STREET,3
88 3 AVENUE,15
88 EAST 3 STREET,14
88 GREENWICH STREET,20
88 HARMAN STREET,3
88 HART STREET,3
88 HORATIO STREET,16
88 JEFFERSON STREET,5
88 WOODHULL STREET,7
88-10 34 AVENUE,4
88-10 WHITNEY AVENUE,5
88-20 PARSONS BOULEVARD,2
88-48 COOPER AVENUE,1
880 68 STREET,5
880 DEKALB AVENUE,5
8801 RIDGE BOULEVARD,1
8812 3 AVENUE,1
8815 3 AVENUE,2
882 UNION STREET,7
8822 RIDGE BOULEVARD,1
883 FRANKLIN AVENUE,5
8833 26 AVENUE,6
884 JEFFERSON AVENUE,4
8844 17 AVENUE,2
885 PARK AVENUE,6
885 ST JOHN'S PLACE,1
8855 17 AVENUE,2
886 BUSHWICK AVENUE,4
887 RUTLAND ROAD,2
888 EIGHTH AVENUE,5
888 FLUSHING AVENUE,4
888 GRAND CONCOURSE,11
888 MAIN STREET,1
889 BUSHWICK AVENUE,4
88A 3 PLACE,11
89 5 AVENUE,7
89 CROOKE AVENUE,8
89 DEAN STREET,8
89 DIAMOND STREET,6
89 DRIGGS AVENUE,7
89 MURRAY STREET,20
89 RALPH AVENUE,1
89-04 148 STREET,2
890 LENOX ROAD,1
8905 3 AVENUE,2
891 GRAND STREET,8
891 HERKIMER STREET,6
893A GREENE AVENUE,4
894 NOSTRAND AVENUE,2
894 RIVERSIDE DRIVE,7
894 UNION STREET,8
895 PACIFIC STREET,10
9 BARROW STREET,16
9 BEDFORD PLACE,4
9 EAST 16 STREET,4
9 ELDRIDGE STREET,15
9 HUNTERFLY PLACE,9
9 LEXINGTON AVENUE,6
9 MARCUS GARVEY BLVD,7
9 MONTAGUE TERRACE,20
9 PATCHIN PLACE,15
9 SPENCER PLACE,3
9 THAYER STREET,9
9 WHITE STREET,4
9-91 WYCKOFF AVENUE,4
90 BEDFORD STREET,19
90 BOWERY,17
90 EAST END AVENUE,1
90 ELIZABETH STREET,17
90 FURMAN STREET,20
90 LEXINGTON AVENUE,11
90 MONITOR STREET,7
90 NORTH 5 STREET,11
90 SOUTH 1 STREET,8
90 SOUTH OXFORD STREET,10
90 WASHINGTON STREET,20
90 WILLIAM STREET,20
90 WILSON AVENUE,4
90-02 QUEENS BOULEVARD,5
900 PARK AVENUE,1
900 RIVERSIDE DRIVE,7
901 GRAND STREET,7
901 MYRTLE AVENUE,5
9031 FT HAMILTON PARKWAY,5
904 PRESIDENT STREET,7
906 SUMMIT AVENUE,8
907 JEFFERSON AVENUE,3
91 1 AVENUE,14
91 8 AVENUE,7
91 AUDUBON AVENUE,9
91 CROSBY STREET,13
91 FRANKLIN STREET,16
91 GRAND AVENUE,7
91 GREENPOINT AVENUE,3
91 JEWEL STREET,5
91 KINGSLAND AVENUE,11
91 NORTH 7 STREET,15
91-08 WHITNEY AVENUE,3
91-31 LAMONT AVENUE,4
910 RIVERSIDE DRIVE,8
9101 KINGS HIGHWAY,2
9101 SCHENCK STREET,2
9101 SHORE ROAD,2
9108 COLONIAL ROAD,3
911 8 AVENUE,0
911 BROADWAY,5
9115 COLONIAL ROAD,2
9116 3 AVENUE,4
912 GATES AVENUE,2
913 ST JOHN'S PLACE,1
914 42 STREET,4
914 METROPOLITAN AVENUE,6
915 BROADWAY,12
915 ST JOHNS PLACE,1
916 MANHATTAN AVENUE,4
917 LAFAYETTE AVENUE,4
918 HART STREET,4
92 GEORGE STREET,5
92 GREENE STREET,15
92 MAC DONOUGH STREET,6
92-02 HOLLAND AVENUE,5
92-29 QUEENS BOULEVARD,3
92-80 HOLLAND AVENUE,5
920 AMSTERDAM AVENUE,11
920 COLUMBUS AVENUE,13
920 DE KALB AVENUE,5
920 EAST 88 STREET,1
920 EASTERN PARKWAY,5
920 LAFAYETTE AVENUE,1
920 PACIFIC STREET,9
920 PROSPECT PLACE,1
920 ST NICHOLAS AVENUE,10
9201 SHORE ROAD,1
921 STERLING PLACE,2
9224 3 AVENUE,4
9229 SHORE ROAD,1
923 73 STREET,5
923 EAST 85 STREET,0
923 STERLING PLACE,1
924 DEKALB AVENUE,5
924 JEFFERSON AVENUE,3
924 METROPOLITAN AVENUE,6
924 MYRTLE AVENUE,6
924 PRESIDENT STREET,7
925 EAST 14 STREET,2
925 FLUSHING AVENUE,5
928 80 STREET,5
928 AMSTERDAM AVENUE,12
93 2 AVENUE,15
93 3 AVENUE,13
93 8 AVENUE,7
93 BERGEN STREET,7
93 DAHLGREN PLACE,4
93 EAST 7 STREET,14
93 HIMROD STREET,4
93 INDIA STREET,7
93 JAVA STREET,6
93 NORTH 3 STREET,7
93 PERRY STREET,17
93 WORTH STREET,11
93-09 ASTORIA BOULEVARD,8
93-10 QUEENS BOULEVARD,4
93-23 218 STREET,1
93-40 QUEENS BOULEVARD,4
930 COLUMBUS AVENUE,11
930 DE KALB AVENUE,5
9305 3 AVENUE,4
931 8 AVENUE,1
9313 3 AVENUE,4
9316 3 AVENUE,4
932 PACIFIC STREET,8
933 METROPOLITAN AVENUE,6
934 LAFAYETTE AVENUE,4
936A LAFAYETTE AVENUE,4
939 LORIMER STREET,10
94 DIAMOND STREET,6
94 GREENPOINT AVENUE,4
94 MADISON STREET,13
94 NORTH 3RD STREET,8
94 PROSPECT PARK WEST,6
94-06 34 ROAD,4
